% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'HomeWinFairOdds' numeric
@attribute 'DrawFairOdds' numeric
@attribute 'AwayWinFairOdds' numeric
@attribute 'LeagueScoreDelta' numeric
@attribute 'class' { D,H,A }
@data
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.2,3,2.2,3.2,3.4,3,1.96,3.53,4.97,-3,A
AstonVilla,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,1.91,3.1,3.6,2.05,3.2,3.75,-6,2.69,3.32,3.09,20,A
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,9,1.4,3.75,7,1.4,4.2,9,4,1.9,3.59,5.25,23,H
WestHam,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.75,1.57,3.5,5,1.67,3.5,5.5,14,1.46,5.12,8.51,17,D
Blackburn,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.4,4.33,2,3.2,3.2,2,3.3,3.8,-5,2.59,3.31,3.25,-10,D
Fulham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,4.2,1.44,6,3.5,1.5,8,4,1.44,-5,2.59,3.31,3.25,-28,H
Newcastle,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.72,4.33,3.2,1.73,5.5,3.5,1.67,-7,2.81,3.33,2.94,-23,A
Portsmouth,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.2,2.62,2.75,3.2,2.25,2.62,3.3,2.62,-8,2.94,3.35,2.8,-19,H
Stoke,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.3,2.2,3.2,2.8,2.3,3.3,3.1,2,2.02,3.47,4.71,2,H
Tottenham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.83,3.5,3.2,1.91,4.5,3.4,1.83,3,1.96,3.53,4.97,-26,H
WestBrom,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.3,3,2.38,3.2,2.6,2.3,3.3,3.1,-3,2.39,3.32,3.61,-10,D
Liverpool,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,3.6,6.5,1.44,4,8,8,1.7,3.96,6.49,9,H
ManCity,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.66,3.6,5.5,1.57,3.5,5,1.62,3.6,6,0,2.15,3.39,4.23,3,H
Wigan,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.72,3.6,5,1.8,3.3,3.75,1.73,3.5,5,0,2.15,3.39,4.23,5,H
Arsenal,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.75,7.5,1.44,3.6,6.5,1.44,4,8,9,1.65,4.09,6.83,17,H
Blackburn,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.62,3.25,2.75,2.5,3.2,2.5,2.6,3.3,2.62,-10,3.24,3.4,2.54,-7,H
Bolton,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.2,3.2,2.05,3.3,3.6,-1,2.23,3.36,4.01,7,H
Fulham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,3.75,1.61,4.5,3.5,1.62,6,3.75,1.57,-5,2.59,3.31,3.25,-24,A
Hull,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.62,3.25,2.75,2.38,3.2,2.6,2.6,3.3,2.62,-3,2.39,3.32,3.61,1,D
Newcastle,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.72,5,3.5,1.57,5.5,3.8,1.6,-6,2.69,3.32,3.09,-32,A
WestBrom,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.2,3.2,2.8,2.05,3.3,3.6,-6,2.69,3.32,3.09,-8,A
WestHam,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.75,1.91,3.2,3.5,2.1,3.25,3.6,2,2.02,3.47,4.71,9,H
Everton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.72,3.4,5.5,1.73,3.1,4.5,1.73,3.5,5,6,1.79,3.75,5.84,7,H
ManUnited,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.36,3.75,8,1.4,4.2,9,8,1.7,3.96,6.49,13,H
Chelsea,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,15,1.3,5,11,1.3,4.33,15,4,1.9,3.59,5.25,27,H
Liverpool,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,4.75,11,1.33,4.5,11,1.36,4.2,11,10,1.61,4.24,7.17,33,H
Middlesbrough,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.75,2.1,3.3,3.5,2.1,3.25,3.6,-4,2.49,3.32,3.42,-7,H
Portsmouth,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.5,5.5,1.67,3.6,5.5,1.8,3.3,4.8,10,1.61,4.24,7.17,9,D
Stoke,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.38,3.25,3,2.4,3.3,2.9,9,1.65,4.09,6.83,6,D
Sunderland,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,4,1.5,7,4,1.5,7.5,3.8,1.5,-7,2.81,3.33,2.94,-36,A
Tottenham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.5,5.5,1.8,3.5,4.5,1.8,3.3,4.8,3,1.96,3.53,4.97,-6,H
Wigan,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.25,3.5,1.73,5,3.5,1.73,5.5,3.4,1.7,-14,4.06,3.62,2.11,-17,A
AstonVilla,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.5,2.1,3.3,3.5,2.25,3.2,3.3,-17,5.01,3.89,1.85,1,D
ManCity,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.33,1.8,3.5,4.5,1.91,3.25,4.33,-2,2.31,3.34,3.8,-2,A
AstonVilla,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.67,3.3,4.5,1.67,3.5,5.5,-12,3.6,3.49,2.31,9,D
Middlesbrough,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.3,2.2,3.25,2.75,2.15,3.3,3.4,-7,2.81,3.33,2.94,-13,D
Portsmouth,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,1.91,3.25,3.4,2.05,3.2,3.8,1,2.08,3.43,4.46,-3,H
Stoke,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.2,3.2,2.8,2.38,3.25,3,9,1.65,4.09,6.83,2,H
Sunderland,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.2,3.5,1.85,3.3,4.5,-4,2.49,3.32,3.42,-2,H
ManCity,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.8,6.5,1.57,3.5,5,1.67,3.5,5.5,3,1.96,3.53,4.97,13,H
Tottenham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.62,3.5,4.5,1.67,3.5,5.5,12,1.53,4.61,7.86,11,H
Liverpool,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.72,3.6,5,1.8,3.2,4,1.8,3.4,4.6,0,2.15,3.39,4.23,9,D
Chelsea,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8.5,1.4,3.75,7,1.44,4,8.5,-2,2.31,3.34,3.8,15,D
ManUnited,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.22,5,10,1.22,5.5,15,-2,2.31,3.34,3.8,34,H
Bolton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.3,2.37,2.5,3.2,2.5,2.9,3.3,2.4,6,1.79,3.75,5.84,-17,D
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.73,3.2,4.33,1.83,3.4,4.5,5,1.84,3.67,5.54,12,A
Fulham,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.75,3.5,5,1.73,3.2,4.33,1.8,3.3,4.8,0,2.15,3.39,4.23,5,H
Hull,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,4.5,1.36,7,3.75,1.4,9,4.5,1.36,-18,5.44,4,1.78,-37,A
ManUnited,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4,9,1.4,3.75,7,1.4,4.33,8,-3,2.39,3.32,3.61,30,H
WestBrom,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.3,2.87,2.38,3.2,2.6,2.38,3.25,3,-2,2.31,3.34,3.8,-10,H
WestHam,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.75,3.3,1.85,4.5,3.3,1.67,4.33,3.4,1.85,-2,2.31,3.34,3.8,-23,A
Arsenal,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4.2,7.5,1.44,3.75,6,1.5,4,7,19,1.31,7.61,9.66,31,H
Blackburn,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.9,3.4,4.2,1.91,3.25,3.4,1.95,3.4,3.8,0,2.15,3.39,4.23,-7,H
Newcastle,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2,3.2,3.2,2,3.5,3.6,-6,2.69,3.32,3.09,-7,D
Chelsea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.5,3.5,6,1.44,4,8,-2,2.31,3.34,3.8,24,H
ManCity,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,1.73,3.4,4,1.91,3.4,4,5,1.84,3.67,5.54,7,H
Middlesbrough,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,6.5,4,1.4,6.5,4.2,1.5,-6,2.69,3.32,3.09,-46,A
Portsmouth,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.3,2.3,3.2,3.2,2,3.6,3.3,2.05,-13,3.82,3.55,2.21,-27,A
Stoke,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.37,3.25,3.1,2.2,3.2,2.8,2.4,3.3,2.88,1,2.08,3.43,4.46,-6,A
Tottenham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.5,3.6,5.5,1.5,4,6.5,1,2.08,3.43,4.46,16,H
Wigan,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.2,3,2.15,3.2,3.5,-7,2.81,3.33,2.94,3,D
Liverpool,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.29,4.5,8,1.29,5,11,20,1.29,8.56,9.76,43,H
Sunderland,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.9,2.4,3.25,2.5,2.5,3.2,2.8,-11,3.41,3.44,2.42,-18,A
AstonVilla,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.57,3.5,5,1.5,4,6.5,-1,2.23,3.36,4.01,21,H
Blackburn,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.25,4,2,3.2,3.2,2,3.2,4,0,2.15,3.39,4.23,-1,H
Bolton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.5,2,3.2,3.2,2.15,3.2,3.5,9,1.65,4.09,6.83,4,D
Everton,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.3,3.2,2.1,3.2,3,2.3,3.2,3.2,4,1.9,3.59,5.25,9,D
Fulham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.62,3.25,2.75,2.38,3.2,2.6,2.62,3.3,2.62,7,1.74,3.85,6.16,-11,H
Hull,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.2,3.2,2.1,3.2,3.6,-9,3.08,3.37,2.67,-5,A
WestBrom,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.4,2.9,2.2,3.25,2.75,2.38,3.25,3,5,1.84,3.67,5.54,-14,H
WestHam,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,4.5,3.5,1.62,6,4,1.53,-14,4.06,3.62,2.11,-29,A
Arsenal,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.38,3.2,2.6,2.62,3.2,2.7,7,1.74,3.85,6.16,-6,A
ManUnited,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9.5,1.36,3.75,8,1.36,4.5,9.5,5,1.84,3.67,5.54,33,H
Newcastle,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,1.91,3.2,3.5,1.95,3.5,3.8,-2,2.31,3.34,3.8,0,H
Wigan,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,5,1.3,8,4.33,1.3,10.5,4.6,1.33,-21,7.29,4.48,1.57,-41,A
Bolton,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.3,3.4,2.2,3.25,2.75,2.2,3.2,3.4,8,1.7,3.96,6.49,6,D
Everton,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.2,4.33,1.75,3.4,5,7,1.74,3.85,6.16,9,H
ManUnited,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.5,6,1.5,3.6,5.5,1.67,3.5,5.5,4,1.9,3.59,5.25,18,D
Middlesbrough,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.4,2.75,2.25,3.4,2.6,2.62,3.3,2.62,-5,2.59,3.31,3.25,-27,D
Newcastle,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.5,4,1.8,3.4,3.6,1.91,3.5,3.9,-6,2.69,3.32,3.09,-16,A
Stoke,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.1,3.2,3,2.2,3.2,3.4,14,1.46,5.12,8.51,0,H
Tottenham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.3,3.75,1.83,3.5,4.33,0,2.15,3.39,4.23,1,H
Chelsea,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5,11,1.25,4.5,10,1.3,5,11,11,1.57,4.41,7.51,37,H
WestBrom,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,5,1.4,5.5,4.33,1.4,8,4.8,1.36,-13,3.82,3.55,2.21,-49,A
Portsmouth,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.75,2,3.2,3.2,2.2,3.1,3.5,1,2.08,3.43,4.46,2,H
Arsenal,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.33,5,9,1.33,4.8,9.5,3,1.96,3.53,4.97,24,H
AstonVilla,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.4,3.1,2.25,3.4,3.1,2.25,3.4,3.1,2,2.02,3.47,4.71,25,H
Blackburn,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.91,3.4,4,-5,2.59,3.31,3.25,9,D
Fulham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.15,3.3,3.4,1,2.08,3.43,4.46,-7,A
Hull,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.5,2.3,2.8,3.5,2.38,3,3.4,2.3,-17,5.01,3.89,1.85,-52,A
Liverpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.53,4,6,1.53,4,6,13,1.5,4.84,8.19,32,H
ManCity,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.75,3.5,4.8,2,2.02,3.47,4.71,6,H
Sunderland,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3.6,1.91,3.75,3.6,1.91,3.75,3.5,1.95,-16,4.65,3.78,1.94,-44,A
WestHam,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.4,3.2,2.25,3.5,3,2.3,3.4,3,-2,2.31,3.34,3.8,16,H
Wigan,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.4,3.5,2.1,3.4,3.4,2.1,3.25,3.6,-6,2.69,3.32,3.09,1,H
Arsenal,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,5,11,1.17,5.5,12,?,?,?,?,0,H
Bolton,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.73,3.4,4,1.8,3.1,4,?,?,?,?,0,H
Everton,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,1.8,3.2,4,1.95,3.1,3.5,?,?,?,?,0,A
Hull,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.4,3.25,2.5,2.5,2.9,2.62,?,?,?,?,0,H
Middlesbrough,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.4,2.25,2.8,3.2,2.2,2.9,3.2,2.15,?,?,?,?,0,H
Sunderland,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,4.5,3.3,1.67,5.5,3.3,1.57,?,?,?,?,0,A
WestHam,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.8,3.2,4,1.83,3.2,3.75,?,?,?,?,0,H
AstonVilla,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.33,1.83,3.2,3.75,1.91,3.2,3.5,?,?,?,?,0,H
Chelsea,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.29,4.33,9,1.3,4.2,8.5,?,?,?,?,0,H
ManUnited,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.25,4.5,10,1.25,4.5,10,?,?,?,?,0,D
Blackburn,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,7,1.62,3.6,6,1.57,3.8,6,?,?,?,?,0,D
Fulham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.75,1.57,6,3.6,1.62,6,3.8,1.57,?,?,?,?,-3,H
Liverpool,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.5,10,1.4,4.2,9,1.36,4.5,9.5,?,?,?,?,0,H
Newcastle,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.75,1.8,3.5,4.5,1.83,3.4,4.5,?,?,?,?,-2,H
Stoke,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.25,1.8,5,3.6,1.7,?,?,?,?,-3,H
Tottenham,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5,4,7,1.53,3.75,7,1.44,4.2,7.5,?,?,?,?,0,A
WestBrom,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.8,3.3,2.5,2.62,3.3,2.62,?,?,?,?,0,A
ManCity,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.25,3.3,3.2,2.25,3.3,3.2,?,?,?,?,-3,H
Wigan,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,8,4,1.44,8.5,4.33,1.4,?,?,?,?,-3,A
Portsmouth,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,3.4,1.8,5,3.5,1.73,4.8,3.3,1.8,?,?,?,?,-1,A
Arsenal,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4,9,1.44,3.6,6.5,1.44,4,8,?,?,?,?,-1,H
Bolton,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.2,4,1.91,3.3,4.2,?,?,?,?,3,D
Everton,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.75,2.1,3.2,3,2.1,3.3,3.5,?,?,?,?,3,A
Hull,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.25,3.2,2.75,2.5,3.2,2.88,?,?,?,?,4,A
Middlesbrough,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.6,7,1.62,3.5,4.5,1.62,3.6,6,?,?,?,?,0,H
WestHam,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.1,3.2,3,2.4,3.3,2.9,?,?,?,?,-1,H
AstonVilla,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,2.8,3.2,2.2,3,3.2,2.38,?,?,?,?,-3,D
Chelsea,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.4,3.75,7,1.4,4.33,8.5,?,?,?,?,6,D
Sunderland,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.3,3.4,2.2,3.2,2.8,2.25,3.2,3.3,?,?,?,?,0,A
Blackburn,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.5,1.83,4.33,3.2,1.73,4.75,3.4,1.8,?,?,?,?,-2,A
Fulham,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.3,2.1,3.2,3,2.2,3.3,3.3,?,?,?,?,-1,H
Liverpool,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,2.6,2.62,2.88,2.5,2.9,3.1,2.5,?,?,?,?,3,H
ManCity,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.33,3.3,1.91,4,3.2,1.8,4.2,3.3,1.91,?,?,?,?,-1,A
Newcastle,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,5.75,1.67,3.3,4.5,1.7,3.4,5.5,?,?,?,?,0,A
Portsmouth,Middlesbrough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,1.91,3.2,3.5,2,3.3,3.8,?,?,?,?,-3,H
WestBrom,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.38,3.2,2.6,2.4,3.3,2.9,?,?,?,?,-5,H
Wigan,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.05,3.3,4,2,3.2,3.2,2.05,3.25,3.75,?,?,?,?,0,D
Stoke,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.4,2.2,3,3.2,2.1,3.3,3.3,2.2,?,?,?,?,0,A
Tottenham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,2.05,3.3,3.6,?,?,?,?,-3,A
Blackburn,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.4,3.4,2.1,3.3,3.5,?,?,?,?,-2,H
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.75,1.57,6,3.6,1.61,6,3.6,1.62,?,?,?,?,-5,A
