% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'class' { D,H,A }
@data
Birmingham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.1,3.3,3.5,2.25,3.1,3.4,3,H
Bolton,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.2,3.3,3.3,2.25,3.2,3.25,-8,H
ManUnited,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,7,19,1.2,6.5,13,1.2,6,15,16,H
Sunderland,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.3,2.5,2.88,3.4,2.38,3,3.2,2.4,-10,A
Burnley,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4.2,1.5,7,4,1.5,7,4,1.5,-7,D
Chelsea,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,8,19,1.17,7,15,1.14,7.5,17,11,H
Liverpool,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,4.75,11,1.33,5,9,1.33,4.5,11,11,H
Tottenham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.25,3.3,3.2,2.25,3.4,3.1,5,H
Arsenal,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,13,1.2,6,15,3,H
AstonVilla,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.44,4,8,1.4,4.2,9,12,H
Blackburn,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.3,3.4,2.2,3.3,3.3,2.2,3.2,3.3,2.15,-14,A
Fulham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.57,6.5,3.6,1.57,6.5,4,1.53,-8,H
ManCity,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,7,1.5,4,7,1.44,4.2,7.5,3,H
Portsmouth,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,4,1.62,6,3.6,1.62,6,3.8,1.57,-7,H
Everton,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.8,3.4,4.6,-10,D
WestHam,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,8,4.5,1.4,8.5,4.6,1.36,-14,D
Wolves,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.25,3.6,2,3.4,3.75,-5,H
Birmingham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,7,4,1.5,6.5,3.6,1.44,-2,D
Burnley,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.25,3.3,3.2,2.15,3.25,2.87,-1,D
Fulham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.4,2.5,2.8,3.3,2.5,2.75,3.2,2.25,-6,D
Liverpool,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.29,5,12,1.25,4.5,10,4,H
ManCity,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4,8,1.4,4,6.5,2,H
Sunderland,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.3,3,2.4,3.4,2.88,2.2,3.25,2.75,2,D
WestHam,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.2,3.3,3.3,2,3.2,3.2,-4,H
Wigan,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.3,3.3,3.1,2.15,3.25,2.87,-3,D
Arsenal,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.5,5,1.73,3.5,5,1.57,3.5,5,-5,H
Hull,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,4.2,1.4,8,4.5,1.4,7.5,4.2,1.33,-14,A
Blackburn,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.2,3,2.1,3.3,2.87,2,D
Chelsea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.5,10,1.33,4,8,1.25,4.8,8.5,-4,H
Everton,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.8,6.5,1.53,3.5,5.5,1.53,3.5,5.5,3,H
Stoke,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.3,3.25,2.62,2.2,3.25,2.75,-8,A
Tottenham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,3.75,6,1.36,4,7,7,H
Wolves,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,3.75,3.5,1.73,4.2,3.5,1.67,-3,A
AstonVilla,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.25,2.6,2.62,3.3,2.6,2.7,3.2,2.62,2,A
Bolton,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.75,1.83,3.5,4.2,1.8,3.3,3.75,6,D
ManUnited,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,6.5,13,1.22,5.5,15,17,H
Portsmouth,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6,4,1.53,6,3.75,1.44,-8,A
Stoke,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.62,3.3,2.62,2.7,3.1,2.7,-9,H
Arsenal,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.36,4.5,9,1.4,4.5,8,12,D
Birmingham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.6,1.62,6,3.75,1.57,6,3.8,1.57,-6,D
ManCity,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,8,1.4,4.5,8,1.4,4.5,8,7,H
Chelsea,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,13,1.22,6,12,5,H
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.8,3.3,2.5,2.8,3.3,2.5,-4,H
ManUnited,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,7,17,1.17,7,15,1.17,7,17,12,H
Stoke,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.2,2.2,3.5,3.25,2.1,3.9,3.25,2,-6,D
Tottenham,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,6,11,1.25,5.5,12,1.22,6,12,14,D
Wolves,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.3,3.2,3.2,2.3,3.25,3.1,2,A
AstonVilla,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.57,3.75,6,1.53,3.75,7,10,D
Blackburn,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.3,3.2,3.2,2.37,3.25,3,-8,H
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4,1.53,6,3.6,1.62,6,4,1.53,-9,A
Arsenal,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,5.5,17,1.2,5,11,1.2,6,17,12,H
Liverpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.1,3.2,3,2.4,3.3,2.9,-5,H
ManUnited,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,6.5,15,1.17,7,15,1.14,6,12,18,H
Bolton,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.2,4,1.73,3.25,4.2,5,H
Portsmouth,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.25,3.2,2.75,2.37,3.1,2.62,1,D
Tottenham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,6.5,1.44,3.75,6,1.5,3.4,6,6,H
Wolves,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,4.33,3.4,1.67,4.2,3.4,1.7,-11,D
AstonVilla,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.25,2.3,2.75,3.2,2.25,3,3.2,2.1,-13,D
Blackburn,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.4,4,1.91,3.2,3.5,1.91,3.2,3.5,1,H
Chelsea,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.25,4.5,10,1.22,4.8,10,4,H
Everton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.62,3.5,4.5,1.57,3.5,5,12,H
Birmingham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3,3.25,2.38,3.1,3.25,2.3,-5,D
Burnley,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,5,1.29,10,5.5,1.29,8,4.5,1.28,-18,A
Fulham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.7,3.2,2.7,2.62,3.3,2.62,2.6,3.2,2.7,-2,A
Hull,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.25,2.25,3.25,3.25,2.25,3.2,3.25,-1,D
Liverpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.33,7,1.44,4.2,7.5,4,H
WestHam,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.4,3.4,2.1,3.25,3.6,0,D
Wigan,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.38,2.9,3.3,2.38,3,3.25,2.37,-11,A
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.6,3.2,2.75,2.6,3.25,2.7,-1,A
ManCity,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5,13,1.3,5,11,1.3,5,10,8,H
Sunderland,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.4,3.75,2,3.3,3.75,-7,D
Hull,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,5,1.29,8,4.5,1.29,8.5,4.8,1.25,-19,D
Fulham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.5,6,1.67,3.4,4.33,1.61,3.4,5,-2,H
Bolton,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.2,3.3,3.3,2.25,3.25,3.25,2,D
Burnley,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.25,2.8,2.5,3.3,2.8,2.6,3.2,2.75,-9,H
Hull,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.4,1.73,5,3.5,1.73,5,3.5,1.73,-15,H
Liverpool,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.33,1.8,3.5,4.5,1.83,3.4,4.5,0,H
ManUnited,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.13,8.5,23,1.12,8,21,1.12,7.5,23,22,H
Stoke,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.1,3.4,2.25,3.2,3.25,2.25,3.2,3.3,-3,H
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.4,3.75,2,3.3,3.8,-2,D
Tottenham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.4,3.75,2.05,3.3,3.6,3,D
Birmingham,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.4,5,1.73,3.5,5,1.8,3.3,4.8,3,H
Chelsea,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.8,3.3,4.8,5,H
Fulham,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.5,5.25,1.73,3.5,5,1.73,3.4,5.25,0,H
ManCity,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.44,4,8,1.44,4.2,7.5,12,H
Portsmouth,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.4,3.3,2.88,2.3,3.2,3.2,-6,D
Wigan,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.3,3.4,2.2,3.3,3.3,2.15,3.2,3.5,-6,D
Arsenal,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.4,3.75,2,3.3,3.75,-6,H
AstonVilla,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.5,1.91,4,3.4,1.91,4,3.5,1.91,-21,D
Blackburn,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.83,3.4,4.5,1.83,3.4,4.5,0,H
Everton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.5,1.73,5,3.5,1.73,-6,H
WestHam,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.25,3.3,3.2,2.25,3.3,3.2,0,H
Wolves,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.2,3.4,1.91,4.33,3.5,1.83,4.33,3.5,1.83,-10,H
Stoke,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.2,2.38,3.1,3.25,2.3,3.1,3.3,2.3,-4,D
Wigan,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.2,3.3,3.3,2.3,3.2,3.2,2,D
Arsenal,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6,15,1.2,5.5,12,8,H
Everton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,5,3.5,1.73,4.6,3.25,1.73,-9,H
Portsmouth,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.3,3.3,3.1,2.3,3.25,2.8,-15,A
WestHam,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.75,3.6,4.75,1.73,3.5,5,1.75,3.3,4.4,3,H
Wolves,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,5,1.3,9,4.5,1.36,10,4.5,1.28,-15,A
AstonVilla,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.5,10,1.36,4.5,9,1.35,4.33,8,10,H
Blackburn,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.95,3.25,4.33,1.91,3.4,4,1.95,3.25,3.6,3,H
Fulham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.05,3.2,3.3,1,H
ManCity,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.3,3,2.5,3.3,2.8,2.4,3.2,2.7,0,D
Wigan,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.75,3.5,2,3.75,3.4,2,3.4,3.25,2,1,A
ManUnited,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.17,5.5,12,1.2,6,15,8,H
Birmingham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.3,4.33,1.91,3.4,4,1.91,3.3,4.2,0,H
Bolton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,1.91,3.4,4,1.95,3.3,4,-2,H
Burnley,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2.1,3.4,3.4,2.05,3.4,3.5,-1,A
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.2,7.5,1.44,4.2,7.5,6,A
Stoke,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.5,1.73,5.5,3.4,1.7,3,A
Liverpool,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.36,4.5,9.5,1.36,4.5,9,0,H
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.3,3.5,2.2,3.3,3.3,-10,D
Tottenham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,4,1.91,3.4,4,1.91,3.4,4,-5,H
Arsenal,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.14,7.5,21,1.12,8,21,1.12,8,21,9,H
WestHam,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.5,4.5,1.8,3.5,4.5,1.73,3.5,5,7,A
Wolves,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,5,1.33,10,5,1.3,10,4.6,1.33,-15,A
Everton,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.5,10,1.4,4.5,8,1.36,4.5,9,11,H
Wigan,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,3.8,1.57,6,3.6,1.62,6,3.6,1.62,-8,H
Portsmouth,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.25,3.2,2.75,2.15,3.2,2.9,-4,A
Sunderland,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.2,3,2,3.2,3.2,-1,H
Burnley,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.3,2.88,2.38,3.2,2.6,2.4,3.1,2.6,-11,D
Birmingham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.25,2.4,2.8,3.3,2.5,3,3.2,2.38,-6,D
Bolton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.1,3.25,3.6,-4,H
Burnley,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.3,2.25,3.25,3.2,2.25,3.2,3.3,-4,A
Chelsea,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6,15,1.22,5.5,15,2,H
Hull,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,4.5,1.4,8,4.5,1.4,9,4.6,1.36,-10,A
Stoke,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.3,3.25,2.25,3.2,3.2,2.3,3.2,3.2,2.3,-3,D
Tottenham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.33,7.5,1.44,4.2,7.5,1.44,4,8,4,H
ManUnited,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6,15,1.22,5.5,15,6,H
Sunderland,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.4,2.1,3.5,3.3,2.1,3.4,3.25,2.15,-3,D
Liverpool,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.22,6,13,1.22,5.75,13,9,H
Wigan,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.3,3.25,2.2,3.4,3.25,2.15,-12,A
Arsenal,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.75,13,1.22,5.5,15,1.22,5.5,15,9,H
AstonVilla,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.33,9,1.4,4.5,8,1.4,4.2,9,9,D
Everton,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.57,3.6,6.5,1.53,3.8,6.5,6,H
Portsmouth,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.4,3.4,2.1,3.3,3.5,-1,H
Stoke,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.5,3.3,2.1,3.5,3.3,2.1,-6,A
Sunderland,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.1,3.3,3.5,2.1,3.3,3.5,2,H
Wigan,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.73,3.5,5,2,H
Blackburn,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,4.33,1.44,7.5,4.2,1.44,7.5,4.2,1.44,-6,D
Fulham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.1,3.25,2.38,3.1,3.3,2.25,3.1,3.3,2.3,-1,A
ManUnited,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.75,5.5,1.67,3.75,5,1.67,3.5,5.5,7,H
WestHam,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.3,3.75,1.7,3.3,4.33,-2,A
AstonVilla,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,3.8,7,1.53,3.5,5.5,1.5,3.4,6,0,D
Blackburn,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.25,4,2,3.2,3.2,1.91,3.2,3.5,1,H
ManCity,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.33,1.8,3.3,3.75,1.8,3.3,3.75,-3,A
Portsmouth,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,5,1.3,8,4.5,1.29,9.5,5,1.22,-7,A
Birmingham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,4.2,1.5,5.5,3.5,1.53,6.5,3.8,1.53,-12,D
Bolton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8.5,4.5,1.4,8,4,1.33,8,4.5,1.4,-9,A
Chelsea,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.75,8,1.36,3.75,8,1.36,4.6,8.5,3,H
Hull,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.4,3.25,2.5,2.5,3.2,2.88,-9,H
Tottenham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6,17,1.2,5,11,1.2,6,15,14,H
WestHam,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.2,3.2,2.1,3.2,3.6,-6,A
Wolves,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.8,3.4,2,3.2,3.2,2,3.8,3.3,2,-10,D
Burnley,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.5,3.2,2.5,2.62,3.3,2.62,-10,A
Liverpool,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3,5.25,11,1.33,4,8,1.29,5,11,-3,H
ManCity,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,4.75,11,1.33,4,8,1.33,4.8,9.5,8,H
Arsenal,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.17,5.5,12,1.2,6,15,8,H
Bolton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.6,3.2,2.38,3,3.25,2.38,-2,A
Burnley,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.8,1.7,4.5,3.5,1.62,5,3.6,1.7,-10,A
